Game_ID,Game_Name,Genre,Platform,Release_Year,Global_Sales,User_Rating,Active_Players
G0780,Rise Fury,Racing,PC,2016,16.51,6.6,43.8
G0781,Legend Legend,Strategy,Mobile,2012,22.85,7.2,85.1
G0782,Legend Warrior,Strategy,Switch,2024,41.53,4.0,55.6
G0783,Fury Rise,Racing,PlayStation,2014,15.36,4.9,41.3
G0784,Battle Fury,Adventure,Xbox,2023,24.13,5.8,49.0
G0785,Shadow Empire,Strategy,Switch,2019,31.02,5.3,46.2
G0786,Rise Arena,RPG,PC,2014,20.31,8.3,51.3
G0787,Rise Battle,Racing,PlayStation,2005,31.2,5.0,35.6
G0788,Arena Legend,RPG,PC,2003,1.15,5.9,25.5
G0789,Fury Warrior,Action,PlayStation,2015,17.22,3.8,89.2
G0790,Galaxy Empire,RPG,Mobile,2013,5.95,8.4,33.7
G0791,Empire Quest,Strategy,Xbox,2016,25.13,2.3,62.0
G0792,Rise Shadow,Racing,Switch,2014,20.46,5.6,53.9
G0793,Shadow Battle,RPG,Switch,2007,9.53,5.3,12.0
G0794,Battle Shadow,Sports,Xbox,2015,3.63,7.8,67.9
G0795,Warrior Legend,Racing,Mobile,2002,44.57,3.9,60.6
G0796,Empire Shadow,Adventure,PlayStation,2002,48.73,5.2,41.0
G0797,Galaxy Fury,Strategy,PlayStation,2015,42.44,4.7,37.8
G0798,Empire Galaxy,Sports,Mobile,2001,17.46,5.2,69.3
G0799,Quest Quest,Adventure,PC,2010,16.56,4.0,33.4
G0800,Quest Legend,Racing,Mobile,2003,22.78,6.3,85.8
G0801,Legend Quest,Adventure,PlayStation,2015,38.94,5.7,73.1
G0802,Galaxy Empire,Sports,Xbox,2006,5.96,8.4,79.5
G0803,Rise Rise,Sports,PC,2019,18.27,2.7,7.0
G0804,Empire Arena,Sports,Mobile,2009,46.23,2.6,64.9
G0805,Legend Quest,Sports,Xbox,2022,4.55,1.2,99.8
G0806,Empire Shadow,Strategy,Switch,2016,39.04,4.0,44.1
G0807,Galaxy Legend,Strategy,Switch,2017,49.65,9.8,46.9
G0808,Fury Empire,Sports,Mobile,2022,11.98,3.7,3.5
G0809,Empire Warrior,Strategy,Mobile,2002,6.22,2.6,76.7
G0810,Arena Warrior,Sports,PlayStation,2010,23.38,7.0,21.1
G0811,Shadow Warrior,RPG,PlayStation,2018,37.88,9.3,90.3
G0812,Shadow Rise,RPG,Switch,2016,21.78,4.7,85.1
G0813,Rise Quest,Adventure,PC,2017,20.29,9.8,96.8
G0814,Shadow Rise,Strategy,Xbox,2014,26.6,5.1,17.8
G0815,Shadow Rise,Strategy,PC,2023,43.83,9.2,81.5
G0816,Legend Empire,Action,Xbox,2012,8.48,8.0,47.4
G0817,Shadow Rise,Racing,PC,2020,17.13,4.0,15.9
G0818,Legend Empire,Racing,Mobile,2009,33.54,10.0,32.7
G0819,Battle Shadow,Shooter,Xbox,2005,21.65,9.3,31.2
G0820,Fury Fury,Action,Switch,2022,1.6,9.5,42.9
G0821,Rise Rise,Sports,Xbox,2002,37.44,2.8,30.7
G0822,Rise Legend,Strategy,PlayStation,2005,45.27,3.7,67.5
G0823,Legend Arena,RPG,PC,2008,47.35,2.8,91.0
G0824,Empire Arena,RPG,PC,2018,17.11,9.9,77.0
G0825,Battle Rise,Adventure,Switch,2023,11.97,4.6,58.0
G0826,Empire Legend,Racing,Xbox,2019,31.03,1.3,10.3
G0827,Fury Empire,Adventure,PlayStation,2018,45.71,8.0,69.3
G0828,Battle Empire,Racing,PlayStation,2011,42.67,2.2,90.1
G0829,Legend Shadow,Adventure,PC,2008,38.76,9.2,88.5
G0830,Galaxy Fury,Sports,Mobile,2023,1.7,6.9,67.4
G0831,Arena Arena,Strategy,Switch,2017,7.9,4.9,73.5
G0832,Quest Shadow,RPG,PC,2014,47.09,3.7,7.0
G0833,Shadow Arena,Shooter,PC,2002,27.02,9.8,12.8
G0834,Fury Quest,Strategy,PC,2013,22.53,4.4,39.7
G0835,Shadow Empire,Action,Switch,2020,6.21,2.6,12.2
G0836,Arena Shadow,RPG,PlayStation,2016,3.79,8.3,25.1
G0837,Quest Quest,Racing,Mobile,2017,47.99,9.5,76.2
G0838,Shadow Shadow,Adventure,PC,2002,45.31,1.6,48.4
G0839,Battle Fury,Strategy,PlayStation,2013,32.02,5.1,34.2
G0840,Quest Rise,Shooter,Mobile,2024,1.12,5.7,31.3
G0841,Legend Shadow,Strategy,PC,2020,33.87,4.1,20.4
G0842,Battle Legend,Racing,Xbox,2022,7.2,1.8,83.8
G0843,Empire Empire,RPG,Mobile,2015,29.16,9.7,27.3
G0844,Battle Rise,Racing,Mobile,2014,8.82,7.5,25.4
G0845,Warrior Empire,Action,PlayStation,2018,6.51,2.0,30.3
G0846,Shadow Fury,Action,PC,2002,17.92,8.2,94.0
G0847,Legend Arena,Shooter,Xbox,2019,1.38,8.7,84.1
G0848,Quest Shadow,Action,Xbox,2020,10.12,2.2,72.5
G0849,Fury Rise,Adventure,PC,2001,23.14,9.4,0.6
G0850,Battle Warrior,Action,PlayStation,2011,35.58,1.6,32.2
G0851,Shadow Warrior,Racing,PC,2022,12.82,4.6,53.9
G0852,Empire Warrior,Sports,PlayStation,2013,2.81,6.1,43.5
G0853,Arena Warrior,Racing,PC,2002,27.45,3.4,3.4
G0854,Arena Shadow,RPG,PlayStation,2004,47.19,9.7,14.9
G0855,Warrior Shadow,Adventure,Switch,2020,10.14,5.2,80.5
G0856,Shadow Fury,Action,Switch,2017,4.94,2.7,42.2
G0857,Arena Rise,Racing,Xbox,2002,25.05,7.8,26.0
G0858,Battle Quest,Action,Switch,2005,41.34,9.2,70.0
G0859,Arena Warrior,Racing,Xbox,2014,20.01,7.1,56.4
G0860,Legend Fury,RPG,PlayStation,2021,46.86,2.6,91.2
G0861,Warrior Warrior,Shooter,Switch,2019,5.67,8.8,14.4
G0862,Arena Fury,Racing,Switch,2001,47.76,8.2,43.0
G0863,Shadow Legend,Shooter,Switch,2000,4.82,3.4,5.6
G0864,Empire Shadow,RPG,Switch,2020,38.25,8.0,75.7
G0865,Rise Fury,Sports,PC,2000,11.05,2.3,42.8
G0866,Galaxy Battle,Sports,Xbox,2023,14.8,7.9,21.9
G0867,Legend Empire,Sports,Mobile,2016,5.19,7.7,33.2
G0868,Quest Arena,Shooter,Mobile,2024,16.01,4.5,68.4
G0869,Rise Empire,Sports,Mobile,2019,35.39,8.2,91.0
G0870,Warrior Empire,Adventure,Xbox,2009,29.78,1.4,54.8
G0871,Galaxy Arena,Racing,Mobile,2010,48.37,5.6,58.5
G0872,Fury Quest,RPG,Xbox,2001,48.03,8.9,49.9
G0873,Warrior Fury,Racing,Switch,2001,29.81,1.9,37.8
G0874,Quest Fury,Action,PC,2002,2.03,4.8,91.0
G0875,Empire Empire,Racing,Mobile,2008,28.74,6.5,50.6
G0876,Quest Fury,Adventure,PlayStation,2009,13.71,5.9,20.1
G0877,Rise Empire,Sports,PC,2002,36.69,5.1,64.3
G0878,Legend Galaxy,Sports,Mobile,2007,17.1,8.3,34.3
G0879,Empire Empire,Adventure,Mobile,2015,2.96,5.1,74.4
G0880,Empire Quest,Sports,PC,2017,12.96,7.4,58.4
G0881,Quest Warrior,Strategy,PC,2023,35.74,2.2,85.3
G0882,Galaxy Shadow,RPG,Xbox,2024,49.19,3.3,92.5
G0883,Empire Battle,RPG,PC,2015,29.61,5.6,97.6
G0884,Fury Shadow,Racing,PlayStation,2009,15.1,4.1,79.3
G0885,Battle Empire,Racing,Mobile,2021,46.38,4.7,68.0
G0886,Arena Battle,Strategy,Switch,2001,29.62,8.9,93.9
G0887,Empire Warrior,Racing,PlayStation,2001,21.91,7.4,99.0
G0888,Galaxy Empire,RPG,PC,2008,32.59,8.1,35.4
G0889,Legend Empire,Action,PC,2015,47.42,5.6,71.4
G0890,Warrior Arena,Sports,Switch,2005,48.01,2.1,64.0
G0891,Rise Arena,Racing,Switch,2021,36.6,2.8,12.5
G0892,Fury Shadow,Shooter,PC,2018,1.02,1.5,62.8
G0893,Galaxy Quest,Sports,Mobile,2004,33.65,7.6,12.4
G0894,Rise Rise,Adventure,Xbox,2011,6.0,5.7,24.9
G0895,Warrior Quest,Strategy,Mobile,2001,41.35,6.4,7.8
G0896,Legend Legend,Adventure,Mobile,2007,48.02,9.8,46.0
G0897,Battle Shadow,Action,PC,2003,1.33,6.1,56.3
G0898,Quest Quest,RPG,PC,2004,44.1,8.4,36.9
G0899,Rise Shadow,Adventure,Switch,2002,23.75,4.0,62.5
G0900,Quest Fury,Shooter,PlayStation,2013,12.19,7.5,11.7
G0901,Battle Empire,Adventure,PC,2001,6.47,1.4,20.3
G0902,Legend Warrior,Shooter,Mobile,2014,35.52,2.8,50.0
G0903,Rise Shadow,Shooter,Xbox,2011,43.97,7.2,78.0
G0904,Rise Empire,Sports,Xbox,2021,27.26,8.4,39.8
G0905,Shadow Shadow,Sports,Switch,2010,12.4,6.6,52.9
G0906,Quest Arena,RPG,PlayStation,2012,2.32,3.2,70.5
G0907,Shadow Empire,Action,PC,2015,12.9,3.1,97.6
G0908,Warrior Rise,Adventure,PC,2000,19.41,6.9,42.6
G0909,Warrior Fury,RPG,PlayStation,2024,41.09,2.4,23.2
G0910,Arena Quest,Action,PlayStation,2000,12.84,4.2,96.7
G0911,Shadow Legend,Racing,PC,2006,42.07,9.6,43.7
G0912,Quest Legend,Sports,Switch,2005,36.93,4.5,37.0
G0913,Shadow Quest,Action,PlayStation,2022,8.72,7.9,49.9
G0914,Quest Battle,Strategy,PC,2005,41.11,8.6,18.6
G0915,Warrior Galaxy,Adventure,PC,2024,1.41,4.3,11.2
G0916,Legend Battle,Sports,PlayStation,2015,36.02,1.4,26.3
G0917,Warrior Fury,Strategy,PC,2023,28.04,4.8,56.9
G0918,Rise Rise,Adventure,PlayStation,2014,39.71,4.9,15.0
G0919,Rise Empire,RPG,PC,2024,15.88,6.2,15.9
G0920,Empire Shadow,Strategy,Mobile,2013,30.41,2.9,45.5
G0921,Quest Empire,Sports,PC,2021,3.65,9.2,13.0
G0922,Empire Galaxy,Sports,Switch,2024,43.51,9.5,68.4
G0923,Fury Warrior,Shooter,Mobile,2022,22.38,7.2,97.9
G0924,Quest Shadow,RPG,Xbox,2000,25.23,5.4,70.6
G0925,Battle Rise,Shooter,Switch,2012,49.11,9.5,95.6
G0926,Shadow Arena,Strategy,Switch,2017,7.38,5.8,78.6
G0927,Rise Warrior,Strategy,Xbox,2004,47.52,3.2,27.4
G0928,Shadow Galaxy,Sports,PlayStation,2024,45.41,7.6,49.5
G0929,Galaxy Legend,Strategy,Xbox,2001,14.47,8.3,7.1
G0930,Warrior Shadow,Strategy,PlayStation,2011,38.09,9.3,37.0
G0931,Fury Fury,RPG,PlayStation,2011,19.42,4.0,16.8
G0932,Empire Legend,Adventure,PlayStation,2008,21.7,3.0,88.5
G0933,Battle Shadow,Sports,Mobile,2000,28.55,6.7,84.5
G0934,Fury Warrior,Shooter,Xbox,2000,31.75,5.9,85.8
G0935,Fury Arena,Strategy,Mobile,2017,14.17,8.9,95.4
G0936,Arena Legend,Sports,PC,2013,19.94,9.4,2.2
G0937,Shadow Battle,Action,PC,2021,25.29,9.4,39.3
G0938,Battle Arena,Sports,PlayStation,2023,34.31,7.1,15.7
G0939,Rise Rise,Adventure,Mobile,2015,34.17,3.8,78.8
G0940,Quest Galaxy,Action,PC,2001,7.67,5.5,3.5
G0941,Warrior Empire,Shooter,PlayStation,2010,7.24,3.0,95.0
G0942,Arena Legend,RPG,Xbox,2011,11.56,1.2,57.6
G0943,Battle Warrior,Racing,Switch,2014,29.21,9.0,32.9
G0944,Shadow Legend,Shooter,PlayStation,2015,20.62,6.7,12.5
G0945,Arena Warrior,Sports,Xbox,2018,16.48,9.4,48.3
G0946,Arena Empire,RPG,Switch,2001,6.71,8.4,47.2
G0947,Fury Shadow,Action,PlayStation,2009,45.54,1.4,26.5
G0948,Rise Battle,Racing,Xbox,2023,34.48,7.2,42.2
G0949,Legend Rise,Racing,PlayStation,2017,37.2,3.1,52.7
G0950,Rise Empire,RPG,Switch,2013,3.64,6.7,72.7
G0951,Shadow Legend,Adventure,Switch,2009,16.82,3.7,12.8
G0952,Empire Galaxy,Sports,Switch,2006,12.38,1.1,62.3
G0953,Legend Quest,Shooter,Mobile,2006,45.03,8.1,16.4
G0954,Quest Arena,Sports,PlayStation,2006,8.46,3.7,77.3
G0955,Arena Warrior,Sports,Mobile,2015,18.61,5.7,23.7
G0956,Rise Fury,Adventure,Xbox,2013,37.41,7.2,93.1
G0957,Warrior Arena,Adventure,PC,2019,48.21,6.0,82.9
G0958,Legend Battle,Action,Switch,2020,24.1,2.3,84.0
G0959,Empire Fury,Action,Mobile,2000,17.03,4.2,71.1
G0960,Fury Quest,RPG,Xbox,2010,24.14,10.0,62.8
G0961,Empire Shadow,Action,Xbox,2014,15.59,4.3,60.7
G0962,Shadow Shadow,Action,Xbox,2002,21.29,6.5,57.2
G0963,Empire Galaxy,Racing,Mobile,2022,23.8,5.2,26.5
G0964,Warrior Legend,RPG,Xbox,2019,47.79,6.5,2.5
G0965,Shadow Quest,RPG,Switch,2014,37.91,3.7,97.3
G0966,Galaxy Warrior,Action,Mobile,2019,42.81,1.9,34.6
G0967,Shadow Shadow,Sports,PC,2017,9.67,7.8,89.4
G0968,Warrior Shadow,Adventure,Xbox,2020,21.48,2.1,7.9
G0969,Arena Galaxy,Action,Xbox,2018,8.75,8.5,98.8
G0970,Empire Battle,Racing,PC,2003,14.26,2.0,82.5
G0971,Quest Legend,Shooter,Mobile,2011,35.33,6.7,72.2
G0972,Empire Galaxy,Action,Xbox,2003,5.9,9.8,30.1
G0973,Warrior Shadow,Strategy,PlayStation,2016,2.66,3.9,99.4
G0974,Arena Rise,RPG,Mobile,2016,31.68,1.5,59.5
G0975,Rise Shadow,Racing,Switch,2003,17.72,3.3,89.3
G0976,Arena Warrior,RPG,PlayStation,2012,16.16,4.6,64.3
G0977,Legend Empire,Sports,Xbox,2010,16.27,3.5,67.4
G0978,Arena Quest,Racing,PlayStation,2000,9.05,4.1,16.9
G0979,Warrior Fury,Adventure,PlayStation,2016,12.03,8.6,35.2
G0980,Rise Rise,Action,PlayStation,2002,39.19,1.3,93.9
G0981,Quest Empire,Action,PlayStation,2023,11.53,9.4,59.2
G0982,Quest Fury,Shooter,PlayStation,2011,27.62,9.9,43.1
G0983,Warrior Arena,Shooter,PlayStation,2005,4.94,6.9,77.1
G0984,Rise Warrior,Shooter,Switch,2017,30.51,5.2,65.7
G0985,Battle Arena,Adventure,PlayStation,2004,4.13,9.8,54.3
G0986,Quest Galaxy,Shooter,Xbox,2000,39.16,7.6,6.4
G0987,Arena Quest,Action,PlayStation,2012,2.56,5.2,57.9
G0988,Shadow Galaxy,RPG,PC,2001,6.14,2.6,38.4
G0989,Warrior Quest,Adventure,Xbox,2002,32.64,3.7,41.0
G0990,Fury Warrior,Racing,Xbox,2017,26.26,1.0,64.2
G0991,Fury Shadow,Action,Switch,2012,26.29,8.1,53.5
G0992,Galaxy Fury,RPG,Mobile,2022,5.65,3.4,16.3
G0993,Galaxy Fury,Racing,Switch,2019,5.07,1.9,67.4
G0994,Galaxy Battle,Racing,PC,2010,15.6,4.7,44.1
G0995,Fury Empire,Strategy,Switch,2010,27.03,7.8,11.8
G0996,Rise Battle,Adventure,Mobile,2021,16.22,1.1,31.7
G0997,Arena Battle,RPG,Switch,2002,44.84,9.1,62.2
G0998,Galaxy Legend,Sports,PC,2017,43.2,5.1,0.9
G0999,Shadow Quest,Adventure,Mobile,2014,26.63,5.2,85.9
G1000,Empire Legend,Action,PC,2005,35.19,8.7,75.2
G1001,Fury Battle,Sports,PlayStation,2024,26.08,8.2,92.1
G1002,Empire Quest,RPG,Mobile,2003,42.65,7.0,77.5
G1003,Rise Shadow,Adventure,PlayStation,2000,37.57,1.4,13.6
G1004,Quest Quest,Strategy,PC,2013,32.47,6.8,66.7
G1005,Galaxy Quest,Sports,Mobile,2013,2.58,3.7,32.9
G1006,Quest Battle,Action,Mobile,2003,6.42,2.5,89.9
G1007,Fury Fury,RPG,Mobile,2001,38.67,4.4,27.4
G1008,Quest Warrior,Adventure,PlayStation,2017,14.07,1.9,42.3
G1009,Rise Shadow,Shooter,Xbox,2003,49.93,5.3,93.4
G1010,Rise Arena,Shooter,Switch,2014,6.16,6.3,83.5
G1011,Arena Fury,Sports,Mobile,2016,16.46,4.5,6.0
G1012,Arena Empire,Adventure,PlayStation,2013,27.63,4.2,75.3
G1013,Galaxy Legend,Adventure,PC,2023,12.74,5.0,59.4
G1014,Empire Rise,RPG,PC,2012,42.01,6.8,64.8
G1015,Fury Galaxy,Shooter,PC,2009,39.9,6.7,24.0
G1016,Empire Quest,Adventure,Switch,2009,17.05,2.3,59.1
G1017,Fury Quest,Shooter,Mobile,2008,48.32,8.6,18.7
G1018,Rise Fury,Adventure,Switch,2012,26.72,5.2,77.2
G1019,Warrior Quest,Racing,PC,2014,5.97,1.3,63.1
G1020,Rise Empire,Sports,PlayStation,2003,11.88,5.8,43.8
G1021,Warrior Empire,RPG,PlayStation,2020,22.43,1.0,90.1
G1022,Quest Rise,Strategy,PC,2005,0.56,3.8,80.2
G1023,Quest Empire,Action,Mobile,2008,0.9,9.5,4.6
G1024,Rise Arena,RPG,Mobile,2011,33.94,6.0,26.6
G1025,Fury Battle,RPG,PlayStation,2021,7.36,5.5,70.2
G1026,Warrior Quest,RPG,Xbox,2007,6.82,4.5,62.5
G1027,Arena Shadow,RPG,PC,2008,39.75,3.0,57.3
G1028,Fury Legend,Strategy,PlayStation,2014,1.73,9.8,9.7
G1029,Battle Empire,RPG,Mobile,2011,17.94,1.3,52.7
G1030,Quest Arena,Sports,Switch,2000,15.61,8.3,57.2
G1031,Empire Arena,RPG,PlayStation,2021,16.79,5.5,60.7
G1032,Shadow Galaxy,Sports,PlayStation,2018,2.03,4.5,11.8
G1033,Shadow Shadow,Action,Switch,2002,8.18,2.4,46.8
G1034,Empire Fury,Adventure,Mobile,2006,9.51,3.7,72.8
G1035,Fury Galaxy,Action,Xbox,2022,36.74,7.3,77.0
G1036,Warrior Arena,RPG,Mobile,2010,3.27,8.4,75.1
G1037,Shadow Arena,Adventure,Switch,2005,49.9,5.4,26.0
G1038,Shadow Arena,Adventure,Switch,2018,22.25,5.4,67.7
G1039,Galaxy Shadow,RPG,PlayStation,2021,0.87,2.0,85.3
G1040,Fury Empire,Racing,PC,2012,29.99,3.2,60.8
G1041,Shadow Empire,Strategy,Switch,2002,34.55,4.0,23.9
G1042,Legend Arena,Adventure,Switch,2008,39.27,5.9,86.7
G1043,Battle Warrior,Racing,PlayStation,2006,32.85,9.6,57.2
G1044,Legend Empire,Strategy,Switch,2016,25.93,9.8,20.3
G1045,Legend Empire,RPG,Mobile,2019,20.72,8.9,76.3
G1046,Legend Warrior,Strategy,PlayStation,2019,22.14,2.5,79.1
G1047,Fury Shadow,Adventure,PC,2021,41.75,6.1,30.7
G1048,Empire Shadow,Strategy,Mobile,2000,22.01,5.7,68.2
G1049,Arena Rise,Strategy,Xbox,2013,46.47,6.6,38.0
G1050,Warrior Warrior,RPG,Xbox,2002,32.83,5.3,37.7
G1051,Galaxy Empire,RPG,PC,2023,24.36,5.5,33.1
G1052,Arena Legend,Adventure,PlayStation,2004,5.58,1.9,85.9
G1053,Fury Arena,Sports,Xbox,2008,36.34,3.4,92.8
G1054,Fury Legend,Action,PC,2006,16.27,4.7,95.3
G1055,Warrior Legend,Racing,Xbox,2006,6.82,8.3,57.5
G1056,Battle Fury,Shooter,Switch,2023,17.28,9.0,76.0
G1057,Warrior Galaxy,RPG,Xbox,2004,7.98,4.8,42.5
G1058,Warrior Fury,Action,Mobile,2000,38.35,4.8,98.0
G1059,Warrior Rise,Sports,Xbox,2000,39.9,8.9,95.4
G1060,Empire Galaxy,Sports,PC,2014,26.4,7.2,67.1
G1061,Galaxy Empire,Racing,Mobile,2019,21.89,3.1,53.8
G1062,Battle Shadow,Adventure,PlayStation,2021,23.39,4.5,38.2
G1063,Quest Battle,Strategy,Xbox,2004,14.99,6.2,25.3
G1064,Legend Empire,Racing,Mobile,2008,5.72,2.7,26.7
G1065,Fury Warrior,Racing,PC,2008,22.16,9.0,69.8
G1066,Battle Warrior,Racing,PC,2013,3.17,3.8,30.6
G1067,Fury Fury,Action,Xbox,2012,33.0,4.8,99.7
G1068,Warrior Warrior,Sports,Switch,2002,0.98,9.2,91.0
G1069,Empire Shadow,Sports,Mobile,2002,39.4,4.9,81.1
G1070,Quest Quest,Action,Xbox,2008,36.71,2.5,96.7
G1071,Arena Warrior,Sports,Mobile,2004,18.58,4.6,2.3
G1072,Galaxy Shadow,Action,Xbox,2001,5.3,8.0,89.7
G1073,Fury Arena,RPG,PC,2005,15.19,8.3,11.3
G1074,Arena Battle,Strategy,PlayStation,2008,31.02,2.5,49.8
G1075,Empire Warrior,Shooter,PC,2000,42.56,1.6,35.5
G1076,Shadow Galaxy,RPG,Xbox,2012,3.14,5.1,88.9
G1077,Warrior Legend,Sports,PC,2014,45.01,7.0,18.4
G1078,Legend Empire,Action,PlayStation,2010,24.69,7.3,0.7
G1079,Empire Quest,Sports,Switch,2009,0.58,5.9,68.8
G1080,Galaxy Rise,Strategy,Xbox,2009,17.67,2.0,66.2
G1081,Quest Rise,Strategy,Switch,2010,27.27,7.1,40.1
G1082,Galaxy Rise,Racing,PlayStation,2004,30.45,5.3,45.1
G1083,Legend Arena,Action,PC,2001,45.38,1.0,13.9
G1084,Rise Empire,Sports,PC,2005,7.83,9.0,23.9
G1085,Warrior Galaxy,Adventure,Mobile,2008,44.39,5.5,89.8
G1086,Warrior Rise,Racing,PC,2013,32.7,2.0,61.8
G1087,Rise Galaxy,Adventure,PC,2011,33.09,5.8,58.2
G1088,Galaxy Arena,Strategy,Xbox,2001,8.54,9.5,45.7
G1089,Fury Warrior,RPG,Switch,2002,2.13,7.0,20.2
G1090,Battle Fury,Strategy,PC,2008,27.48,2.2,95.1
G1091,Warrior Galaxy,Shooter,PlayStation,2024,15.23,2.7,78.6
G1092,Rise Shadow,RPG,Xbox,2013,2.61,3.9,22.6
G1093,Battle Legend,Shooter,Switch,2007,23.44,2.2,81.2
G1094,Galaxy Quest,Shooter,Xbox,2014,49.9,9.4,64.7
G1095,Quest Empire,Adventure,PC,2002,24.23,1.1,82.0
G1096,Galaxy Warrior,Racing,PlayStation,2014,14.88,5.9,81.0
G1097,Rise Legend,Adventure,Xbox,2016,6.2,4.3,17.9
G1098,Quest Shadow,Adventure,PC,2022,12.17,2.6,18.2
G1099,Fury Battle,Strategy,Mobile,2003,16.09,7.9,37.6
G1100,Galaxy Arena,Adventure,PC,2011,17.03,7.8,84.1
G1101,Warrior Legend,Shooter,Mobile,2014,30.21,3.1,7.7
G1102,Legend Legend,Strategy,Switch,2002,0.81,9.5,22.3
G1103,Rise Legend,Racing,Switch,2009,31.69,5.4,47.0
G1104,Battle Battle,Shooter,Mobile,2009,38.76,7.7,28.0
G1105,Shadow Fury,Strategy,Switch,2005,19.64,2.9,84.2
G1106,Quest Battle,Racing,PC,2024,43.24,9.1,70.6
G1107,Fury Galaxy,Strategy,PlayStation,2016,45.14,9.1,98.8
G1108,Arena Fury,Sports,PlayStation,2002,38.43,6.2,34.7
G1109,Warrior Rise,RPG,Switch,2020,11.41,7.1,49.5
G1110,Arena Battle,Racing,PC,2019,3.69,6.6,94.2
G1111,Empire Quest,Strategy,Switch,2000,30.25,7.7,74.8
G1112,Legend Arena,Shooter,PC,2015,29.64,6.8,98.8
G1113,Legend Warrior,Racing,Mobile,2001,31.7,4.3,42.0
G1114,Fury Legend,Action,Mobile,2002,8.28,9.2,29.0
G1115,Legend Quest,Action,PlayStation,2017,3.57,6.1,93.3
G1116,Shadow Galaxy,Sports,Switch,2023,45.75,4.1,53.2
G1117,Rise Shadow,Sports,PC,2004,14.22,7.2,1.4
G1118,Rise Quest,Racing,Xbox,2017,3.76,5.7,71.8
G1119,Rise Arena,Shooter,Mobile,2003,47.76,1.6,69.3
G1120,Galaxy Warrior,Strategy,PC,2011,30.06,2.2,86.5
G1121,Rise Rise,Strategy,PlayStation,2013,10.48,1.6,49.7
G1122,Rise Rise,Action,Switch,2011,14.53,2.6,50.9
G1123,Legend Battle,Action,PC,2017,45.25,8.0,38.7
G1124,Galaxy Quest,Sports,PC,2012,9.62,1.0,53.9
G1125,Quest Legend,RPG,Xbox,2023,26.41,4.5,94.5
G1126,Shadow Galaxy,Action,Mobile,2022,13.7,4.7,84.2
G1127,Empire Fury,Shooter,Xbox,2024,42.25,4.9,62.3
G1128,Warrior Shadow,Strategy,Xbox,2008,41.16,5.0,50.8
G1129,Empire Empire,Racing,Mobile,2001,22.75,1.2,12.2
G1130,Rise Shadow,Action,PC,2015,10.48,4.7,50.1
G1131,Galaxy Rise,Strategy,PC,2014,30.89,8.3,87.1
G1132,Rise Legend,Adventure,PlayStation,2011,31.09,1.9,29.9
G1133,Quest Rise,Sports,PC,2003,1.34,3.3,77.9
G1134,Shadow Warrior,Strategy,Mobile,2004,41.67,9.4,77.6
G1135,Galaxy Shadow,Strategy,PC,2009,18.13,2.4,30.4
G1136,Warrior Galaxy,Racing,PlayStation,2010,4.27,1.9,12.5
G1137,Warrior Arena,Action,Switch,2012,32.0,3.4,24.9
G1138,Shadow Arena,Strategy,Mobile,2023,12.17,4.4,77.9
G1139,Warrior Arena,Racing,PlayStation,2023,13.08,5.0,78.1
G1140,Empire Battle,Shooter,Switch,2007,28.9,7.0,90.3
G1141,Quest Warrior,Racing,PC,2024,2.87,5.4,1.1
G1142,Rise Warrior,Strategy,PlayStation,2011,39.84,1.3,1.3
G1143,Quest Fury,Racing,PC,2004,25.13,9.5,91.4
G1144,Galaxy Rise,Shooter,PlayStation,2005,25.17,2.9,39.0
G1145,Arena Galaxy,Action,PC,2010,2.54,6.6,96.1
G1146,Quest Fury,Racing,Mobile,2001,30.76,4.8,62.6
G1147,Quest Battle,Action,PlayStation,2011,38.96,1.8,22.7
G1148,Galaxy Battle,Action,Xbox,2022,19.79,8.7,10.3
G1149,Empire Arena,RPG,PlayStation,2002,20.12,1.4,6.2
G1150,Battle Empire,Racing,PlayStation,2001,41.66,5.9,51.6
G1151,Shadow Arena,Strategy,Switch,2000,43.98,1.7,54.1
G1152,Rise Warrior,Action,PlayStation,2024,33.29,3.4,43.6
G1153,Galaxy Empire,Strategy,Switch,2020,36.54,4.0,19.8
G1154,Legend Legend,Shooter,PC,2010,27.39,4.4,96.5
G1155,Fury Warrior,Action,Switch,2003,8.31,3.4,47.6
G1156,Galaxy Empire,Racing,Xbox,2011,4.65,3.1,93.1
G1157,Battle Battle,Action,PC,2010,46.54,2.9,92.8
G1158,Quest Rise,Racing,Mobile,2000,23.04,5.4,32.5
G1159,Legend Shadow,Sports,PlayStation,2002,10.85,3.0,85.1
G1160,Empire Battle,Racing,Xbox,2000,33.37,4.8,96.4
G1161,Shadow Warrior,Strategy,PlayStation,2020,46.69,8.5,37.0
G1162,Shadow Fury,Adventure,PlayStation,2001,46.44,3.7,6.8
G1163,Shadow Galaxy,Racing,PlayStation,2023,28.07,7.5,80.9
G1164,Empire Rise,Adventure,PC,2019,25.74,4.5,52.5
G1165,Battle Quest,Sports,Xbox,2020,40.13,2.5,40.7
G1166,Rise Battle,Racing,Mobile,2020,35.34,1.6,60.4
G1167,Arena Galaxy,Sports,Switch,2024,20.73,5.7,15.2
G1168,Quest Shadow,Shooter,PlayStation,2022,37.66,9.9,61.4
G1169,Warrior Arena,Racing,PlayStation,2006,3.18,9.4,22.5
G1170,Legend Warrior,Strategy,Mobile,2007,22.93,5.5,30.8
